feedback_id,campaign_id,feedback_channel,sentiment,primary_theme,comment_length_words,created_at,member_id
F00766,CAMP112,app,neutral,Hard to find schedule,33,2026-02-11,MB047
F00767,CAMP114,app,negative,Repetitive messaging,51,2026-01-01,MB039
F00768,CAMP107,app,neutral,Community vibe,37,2025-11-19,MB030
F00769,CAMP117,app,negative,Difficulty mismatch,66,2026-01-06,MB044
F00770,CAMP109,app,positive,Too many notifications,25,2026-02-05,MB033
F00771,CAMP107,email,negative,Pricing confusion,5,2026-02-01,MB029
F00772,CAMP107,social,negative,Video quality,71,2026-01-30,MB015
F00773,CAMP106,app,neutral,Too many notifications,35,2025-12-13,MB011
F00774,CAMP106,email,neutral,Music selection,55,2025-12-14,MB036
F00775,CAMP105,web,negative,Pricing confusion,78,2025-12-29,MB008
F00776,CAMP112,app,positive,Community vibe,63,2026-01-23,MB030
F00777,CAMP115,app,neutral,Community vibe,11,2025-12-28,MB044
F00778,CAMP115,social,negative,Too much jargon,39,2026-02-19,MB049
F00779,CAMP117,social,neutral,Pricing confusion,58,2026-01-11,MB031
F00780,CAMP116,email,neutral,Too many notifications,50,2026-01-16,MB010
F00781,CAMP116,app,neutral,Video quality,15,2026-01-09,MB006
F00782,CAMP107,app,negative,Repetitive messaging,94,2026-01-24,MB012
F00783,CAMP107,web,neutral,Too much jargon,20,2026-03-03,MB040
F00784,CAMP117,email,neutral,Pricing confusion,9,2026-01-21,MB013
F00785,CAMP113,social,negative,Video quality,57,2026-02-20,MB015
F00786,CAMP115,web,neutral,Repetitive messaging,21,2026-02-27,MB013
F00787,CAMP102,app,negative,Hard to find schedule,43,2026-02-16,MB007
F00788,CAMP105,app,negative,Repetitive messaging,57,2026-01-21,MB020
F00789,CAMP108,app,positive,Community vibe,45,2026-01-25,MB026
F00790,CAMP107,social,positive,Unclear value proposition,53,2025-12-26,MB021
F00791,CAMP115,email,negative,Pricing confusion,82,2026-02-23,MB029
F00792,CAMP109,app,neutral,Motivation & habit,23,2025-12-13,MB045
F00793,CAMP115,app,neutral,Video quality,21,2026-03-02,MB029
F00794,CAMP116,app,negative,Not personalized enough,31,2026-01-09,MB006
F00795,CAMP110,social,positive,Motivation & habit,55,2026-01-06,MB012
F00796,CAMP105,email,negative,Too many notifications,15,2025-12-22,MB026
F00797,CAMP110,social,negative,Unclear value proposition,55,2026-02-02,MB018
F00798,CAMP115,email,negative,Unclear value proposition,46,2026-01-30,MB027
F00799,CAMP110,email,positive,App performance,61,2026-02-14,MB013
F00800,CAMP109,social,negative,Unclear value proposition,62,2026-03-03,MB047
F00801,CAMP102,social,negative,App performance,67,2026-03-03,MB037
F00802,CAMP116,app,negative,Video quality,63,2025-12-25,MB005
F00803,CAMP108,social,neutral,Motivation & habit,22,2026-02-06,MB011
F00804,CAMP103,app,positive,Video quality,23,2025-12-23,MB016
F00805,CAMP100,web,negative,Pricing confusion,35,2026-01-22,MB044
F00806,CAMP117,web,negative,Hard to find schedule,81,2025-12-30,MB040
F00807,CAMP108,social,neutral,Community vibe,39,2026-02-01,MB036
F00808,CAMP109,app,positive,Instructor energy,53,2026-02-07,MB045
F00809,CAMP117,social,positive,Difficulty mismatch,5,2025-12-25,MB015
F00810,CAMP113,email,neutral,Pricing confusion,14,2026-01-17,MB026
F00811,CAMP112,social,neutral,Too many notifications,16,2026-02-21,MB020
F00812,CAMP115,app,neutral,Music selection,21,2026-02-27,MB032
F00813,CAMP104,email,neutral,Motivation & habit,35,2026-01-30,MB036
F00814,CAMP109,app,neutral,Motivation & habit,36,2026-03-03,MB015
F00815,CAMP104,web,negative,Repetitive messaging,84,2026-01-10,MB005
F00816,CAMP111,app,negative,App performance,44,2025-12-07,MB035
F00817,CAMP114,email,negative,Not personalized enough,68,2026-01-31,MB037
F00818,CAMP105,social,negative,App performance,37,2026-02-17,MB026
F00819,CAMP112,app,negative,Not personalized enough,63,2026-02-09,MB006
F00820,CAMP113,app,neutral,Pricing confusion,36,2025-12-24,MB017
F00821,CAMP100,app,negative,Community vibe,76,2026-02-26,MB009
F00822,CAMP105,social,negative,Too much jargon,72,2026-02-07,MB011
F00823,CAMP116,email,negative,Music selection,43,2026-01-05,MB011
F00824,CAMP113,email,neutral,Too much jargon,48,2025-12-26,MB024
F00825,CAMP107,app,neutral,Not personalized enough,40,2026-03-02,MB050
F00826,CAMP102,web,negative,Too much jargon,62,2026-01-21,MB016
F00827,CAMP109,app,negative,App performance,58,2026-01-13,MB010
F00828,CAMP103,email,positive,Too many notifications,23,2026-01-23,MB025
F00829,CAMP103,social,positive,Music selection,19,2026-01-11,MB023
F00830,CAMP111,app,negative,Difficulty mismatch,76,2026-01-23,MB010
F00831,CAMP101,app,positive,Instructor energy,57,2026-02-10,MB024
F00832,CAMP117,email,positive,Instructor energy,24,2026-01-02,MB046
F00833,CAMP116,app,positive,Repetitive messaging,67,2026-02-14,MB024
F00834,CAMP117,app,negative,Community vibe,43,2026-02-01,MB037
F00835,CAMP106,social,neutral,Repetitive messaging,31,2026-01-28,MB043
F00836,CAMP108,email,positive,Motivation & habit,22,2026-02-24,MB019
F00837,CAMP113,app,negative,Pricing confusion,87,2026-02-27,MB049
F00838,CAMP106,social,negative,App performance,59,2026-02-15,MB036
F00839,CAMP117,social,positive,Instructor energy,40,2026-02-12,MB038
F00840,CAMP108,app,positive,Community vibe,35,2026-02-02,MB045
F00841,CAMP117,email,negative,Motivation & habit,91,2026-02-20,MB009
F00842,CAMP103,app,neutral,Repetitive messaging,38,2026-01-27,MB023
F00843,CAMP114,web,positive,Community vibe,61,2026-01-28,MB005
F00844,CAMP108,social,negative,Pricing confusion,57,2026-01-29,MB016
F00845,CAMP112,social,negative,Unclear value proposition,80,2026-02-16,MB048
F00846,CAMP109,email,negative,Video quality,40,2026-02-17,MB024
F00847,CAMP117,email,positive,Not personalized enough,5,2025-12-20,MB016
F00848,CAMP100,social,neutral,App performance,11,2025-12-14,MB019
F00849,CAMP109,app,positive,Community vibe,38,2026-02-24,MB019
F00850,CAMP105,app,neutral,Motivation & habit,36,2026-02-16,MB038
F00851,CAMP113,email,neutral,Too many notifications,20,2026-01-13,MB006
F00852,CAMP116,app,negative,Instructor energy,5,2026-02-19,MB036
F00853,CAMP110,email,neutral,Too many notifications,25,2026-02-26,MB016
F00854,CAMP111,app,negative,App performance,67,2026-02-10,MB027
F00855,CAMP102,app,positive,Community vibe,23,2025-12-07,MB021
F00856,CAMP117,web,positive,Instructor energy,31,2026-02-25,MB007
F00857,CAMP117,email,negative,Unclear value proposition,30,2026-01-18,MB005
F00858,CAMP114,web,neutral,Too many notifications,13,2026-02-01,MB012
F00859,CAMP102,social,positive,Motivation & habit,18,2026-02-25,MB022
F00860,CAMP105,app,neutral,Music selection,18,2026-02-09,MB013
F00861,CAMP100,email,positive,Instructor energy,17,2026-02-28,MB005
F00862,CAMP104,web,neutral,Not personalized enough,35,2026-02-06,MB039
F00863,CAMP107,app,negative,Video quality,80,2026-02-20,MB039
F00864,CAMP114,app,neutral,Music selection,26,2026-01-09,MB024
F00865,CAMP117,app,neutral,Not personalized enough,34,2026-01-26,MB032
F00866,CAMP117,email,positive,Too much jargon,46,2025-12-31,MB042
F00867,CAMP117,app,neutral,Instructor energy,28,2026-02-17,MB004
F00868,CAMP111,social,positive,Community vibe,49,2026-02-18,MB047
F00869,CAMP103,email,positive,Instructor energy,40,2026-02-25,MB001
F00870,CAMP104,app,negative,Hard to find schedule,55,2025-12-22,MB020
F00871,CAMP115,email,negative,Too many notifications,69,2026-02-07,MB034
F00872,CAMP103,web,positive,Difficulty mismatch,75,2026-01-05,MB010
F00873,CAMP102,web,negative,Pricing confusion,49,2026-02-02,MB038
F00874,CAMP114,app,negative,Unclear value proposition,60,2026-02-13,MB049
F00875,CAMP105,app,negative,Repetitive messaging,69,2026-01-23,MB037
F00876,CAMP112,email,neutral,App performance,25,2026-02-26,MB033
F00877,CAMP110,email,negative,Motivation & habit,70,2026-01-18,MB031
F00878,CAMP115,social,neutral,Community vibe,3,2026-02-21,MB020
F00879,CAMP107,email,positive,App performance,45,2025-12-03,MB028
F00880,CAMP110,email,negative,Too many notifications,40,2026-02-08,MB013
F00881,CAMP110,email,positive,Not personalized enough,44,2025-12-09,MB029
F00882,CAMP109,social,negative,Difficulty mismatch,53,2026-01-19,MB031
F00883,CAMP105,email,negative,Unclear value proposition,23,2025-12-22,MB017
F00884,CAMP105,app,negative,App performance,47,2026-02-08,MB048
F00885,CAMP116,email,positive,Music selection,24,2026-02-03,MB046
F00886,CAMP104,email,positive,Hard to find schedule,52,2026-02-15,MB012
F00887,CAMP117,app,negative,App performance,33,2025-12-18,MB032
F00888,CAMP100,social,positive,Pricing confusion,40,2025-12-20,MB027
F00889,CAMP114,app,neutral,Too many notifications,17,2026-02-19,MB017
F00890,CAMP109,social,neutral,Difficulty mismatch,30,2025-12-01,MB050
F00891,CAMP116,app,negative,Not personalized enough,44,2026-02-18,MB014
F00892,CAMP112,social,negative,Difficulty mismatch,57,2026-01-31,MB002
F00893,CAMP115,social,negative,Community vibe,73,2026-02-02,MB030
F00894,CAMP106,email,negative,Hard to find schedule,5,2026-02-11,MB047
F00895,CAMP115,social,positive,Instructor energy,30,2025-12-23,MB013
F00896,CAMP104,social,negative,Too many notifications,72,2026-02-28,MB047
F00897,CAMP103,app,negative,Unclear value proposition,74,2026-01-29,MB029
F00898,CAMP113,app,negative,Not personalized enough,45,2026-02-07,MB050
F00899,CAMP113,email,positive,Pricing confusion,68,2026-02-06,MB006
F00900,CAMP110,email,negative,App performance,49,2026-02-25,MB036
F00901,CAMP108,web,negative,Repetitive messaging,67,2026-02-20,MB036
F00902,CAMP104,app,negative,Hard to find schedule,38,2026-02-02,MB032
F00903,CAMP116,app,positive,Video quality,63,2026-02-26,MB008
F00904,CAMP113,social,positive,Community vibe,56,2026-02-12,MB013
F00905,CAMP112,web,neutral,Too much jargon,32,2026-01-13,MB029
F00906,CAMP110,social,negative,Pricing confusion,44,2026-02-26,MB011
F00907,CAMP113,email,positive,Not personalized enough,5,2026-02-17,MB005
F00908,CAMP104,social,positive,Community vibe,47,2026-02-13,MB008
F00909,CAMP117,app,neutral,Pricing confusion,8,2026-01-19,MB006
F00910,CAMP106,app,neutral,Motivation & habit,42,2026-02-14,MB009
F00911,CAMP114,app,positive,App performance,62,2025-12-27,MB021
F00912,CAMP117,social,negative,Pricing confusion,32,2026-02-04,MB047
F00913,CAMP116,app,negative,Unclear value proposition,61,2026-02-14,MB041
F00914,CAMP115,email,negative,Difficulty mismatch,40,2026-02-22,MB024
F00915,CAMP108,app,positive,Instructor energy,64,2026-02-18,MB032
F00916,CAMP106,social,negative,Community vibe,60,2026-02-02,MB012
F00917,CAMP100,web,negative,Hard to find schedule,58,2025-12-02,MB004
F00918,CAMP117,email,neutral,Community vibe,24,2026-01-09,MB045
F00919,CAMP114,email,neutral,Instructor energy,37,2025-11-24,MB037
F00920,CAMP110,email,negative,Unclear value proposition,65,2026-02-15,MB044
F00921,CAMP115,social,positive,Not personalized enough,26,2026-02-06,MB032
F00922,CAMP100,app,positive,Too much jargon,45,2026-02-15,MB006
F00923,CAMP117,web,negative,Unclear value proposition,12,2026-02-14,MB024
F00924,CAMP110,social,neutral,Instructor energy,59,2026-02-25,MB045
F00925,CAMP113,social,negative,Community vibe,29,2026-01-17,MB045
F00926,CAMP101,email,neutral,Too much jargon,38,2026-01-24,MB019
F00927,CAMP100,social,neutral,Repetitive messaging,40,2026-01-09,MB009
F00928,CAMP114,app,negative,Pricing confusion,64,2026-03-02,MB030
F00929,CAMP117,email,neutral,Repetitive messaging,20,2025-12-26,MB034
F00930,CAMP116,app,negative,Video quality,69,2026-01-19,MB025
F00931,CAMP110,app,negative,App performance,69,2026-01-03,MB005
F00932,CAMP109,email,negative,Too many notifications,69,2026-02-10,MB035
F00933,CAMP101,app,positive,Motivation & habit,40,2026-01-15,MB039
F00934,CAMP114,web,positive,Hard to find schedule,50,2026-03-02,MB014
F00935,CAMP111,app,neutral,Difficulty mismatch,29,2026-03-02,MB036
F00936,CAMP100,social,negative,Pricing confusion,74,2026-02-18,MB034
F00937,CAMP117,app,positive,Unclear value proposition,7,2026-02-20,MB040
F00938,CAMP101,app,neutral,Instructor energy,11,2026-02-22,MB017
F00939,CAMP106,email,neutral,Motivation & habit,17,2026-02-09,MB019
F00940,CAMP113,app,positive,Video quality,61,2026-02-10,MB050
F00941,CAMP103,email,neutral,Unclear value proposition,21,2025-12-20,MB040
F00942,CAMP109,app,neutral,Motivation & habit,27,2026-02-04,MB018
F00943,CAMP105,social,negative,Not personalized enough,49,2026-01-25,MB004
F00944,CAMP110,web,negative,Too many notifications,67,2026-01-29,MB031
F00945,CAMP113,web,positive,Community vibe,47,2026-01-30,MB017
F00946,CAMP117,app,neutral,Difficulty mismatch,21,2026-02-05,MB043
F00947,CAMP104,app,neutral,Difficulty mismatch,42,2026-02-18,MB017
F00948,CAMP110,app,negative,Community vibe,31,2026-02-26,MB014
F00949,CAMP106,social,negative,App performance,37,2026-01-12,MB008
F00950,CAMP107,app,positive,Community vibe,40,2025-12-20,MB037
F00951,CAMP114,email,positive,Video quality,30,2026-01-20,MB039
F00952,CAMP104,app,negative,Pricing confusion,43,2025-12-12,MB019
F00953,CAMP109,social,neutral,Pricing confusion,26,2026-02-07,MB023
F00954,CAMP108,social,positive,App performance,44,2026-01-12,MB004
F00955,CAMP102,email,positive,Difficulty mismatch,23,2025-12-20,MB032
F00956,CAMP108,email,neutral,Hard to find schedule,48,2026-01-31,MB032
F00957,CAMP106,email,negative,Difficulty mismatch,57,2025-12-08,MB004
F00958,CAMP111,app,neutral,Pricing confusion,45,2026-01-16,MB013
F00959,CAMP114,web,neutral,Difficulty mismatch,32,2026-02-14,MB001
F00960,CAMP103,app,neutral,Repetitive messaging,3,2026-02-15,MB042
F00961,CAMP111,social,negative,Hard to find schedule,45,2026-02-25,MB046
F00962,CAMP111,app,negative,Too many notifications,27,2025-12-19,MB016
F00963,CAMP114,social,negative,Too many notifications,58,2026-02-16,MB018
F00964,CAMP109,email,positive,Community vibe,54,2026-01-16,MB027
F00965,CAMP105,social,negative,Video quality,71,2026-02-27,MB025
F00966,CAMP107,social,positive,Video quality,10,2025-12-26,MB029
F00967,CAMP107,app,neutral,Motivation & habit,32,2026-02-20,MB021
F00968,CAMP115,app,positive,Community vibe,15,2026-02-10,MB020
F00969,CAMP116,app,positive,Instructor energy,46,2025-12-15,MB046
F00970,CAMP108,app,negative,Music selection,39,2026-02-08,MB037
F00971,CAMP111,social,negative,Music selection,33,2026-01-31,MB033
F00972,CAMP107,app,positive,Instructor energy,68,2026-01-15,MB031
F00973,CAMP117,social,negative,Pricing confusion,17,2026-01-30,MB019
F00974,CAMP116,social,positive,Instructor energy,22,2026-02-18,MB008
F00975,CAMP106,app,positive,Community vibe,35,2025-12-29,MB028
F00976,CAMP117,web,negative,Pricing confusion,41,2026-02-18,MB032
F00977,CAMP107,social,neutral,Motivation & habit,31,2026-02-25,MB040
F00978,CAMP110,social,negative,Unclear value proposition,35,2026-02-27,MB019
F00979,CAMP102,social,positive,Instructor energy,44,2026-02-14,MB043
F00980,CAMP106,email,positive,Community vibe,33,2026-01-20,MB048
F00981,CAMP109,web,positive,Community vibe,56,2025-12-22,MB024
F00982,CAMP101,web,neutral,Not personalized enough,24,2025-12-18,MB004
F00983,CAMP115,web,negative,Too much jargon,58,2025-12-19,MB010
F00984,CAMP110,app,neutral,Music selection,5,2026-02-13,MB007
F00985,CAMP102,app,positive,Instructor energy,36,2026-03-01,MB043
F00986,CAMP107,web,negative,Too many notifications,71,2025-12-24,MB045
F00987,CAMP115,web,negative,Hard to find schedule,33,2026-02-02,MB013
F00988,CAMP117,email,positive,Instructor energy,73,2026-02-18,MB042
F00989,CAMP109,app,positive,Repetitive messaging,55,2026-01-26,MB010
F00990,CAMP104,email,neutral,Instructor energy,13,2026-01-20,MB029
F00991,CAMP101,app,positive,Repetitive messaging,41,2026-02-11,MB011
F00992,CAMP116,email,negative,Music selection,25,2026-02-17,MB013
F00993,CAMP102,app,neutral,Community vibe,3,2026-01-30,MB031
F00994,CAMP110,app,neutral,Too much jargon,10,2026-01-15,MB018
F00995,CAMP109,app,neutral,Too many notifications,20,2026-02-20,MB002
F00996,CAMP107,app,positive,Community vibe,26,2026-01-15,MB036
F00997,CAMP108,app,negative,Unclear value proposition,55,2026-02-24,MB008
F00998,CAMP115,app,neutral,Community vibe,3,2026-02-26,MB021
F00999,CAMP113,email,negative,Music selection,68,2026-02-10,MB039
F01000,CAMP105,app,positive,Motivation & habit,24,2026-02-16,MB002
F01001,CAMP117,email,negative,Too many notifications,70,2026-01-06,MB042
F01002,CAMP113,web,negative,Difficulty mismatch,74,2025-12-28,MB034
F01003,CAMP117,app,neutral,Unclear value proposition,15,2026-02-17,MB004
F01004,CAMP113,app,positive,App performance,29,2026-01-21,MB005
F01005,CAMP105,app,negative,Hard to find schedule,51,2026-01-05,MB043
F01006,CAMP113,web,negative,Community vibe,12,2026-02-08,MB035
F01007,CAMP112,app,neutral,Not personalized enough,18,2026-02-21,MB001
F01008,CAMP105,email,positive,Unclear value proposition,18,2026-02-17,MB036
F01009,CAMP109,email,neutral,Difficulty mismatch,37,2026-01-31,MB004
F01010,CAMP115,social,positive,Community vibe,41,2026-01-19,MB013
F01011,CAMP100,app,negative,Difficulty mismatch,50,2026-02-20,MB035
F01012,CAMP107,email,negative,Hard to find schedule,72,2026-02-13,MB035
F01013,CAMP114,web,negative,Hard to find schedule,30,2026-02-26,MB043
F01014,CAMP106,email,negative,Difficulty mismatch,39,2026-01-06,MB032
F01015,CAMP102,social,positive,Community vibe,63,2026-02-21,MB022
F01016,CAMP101,app,negative,Video quality,81,2026-02-04,MB004
F01017,CAMP106,email,neutral,Community vibe,51,2025-12-16,MB028
F01018,CAMP111,social,negative,App performance,69,2026-01-17,MB003
F01019,CAMP103,web,negative,Unclear value proposition,51,2026-02-01,MB047
F01020,CAMP117,app,neutral,Repetitive messaging,27,2026-03-02,MB048
F01021,CAMP117,app,negative,Video quality,49,2025-12-23,MB044
F01022,CAMP112,app,negative,Too many notifications,54,2026-02-09,MB008
F01023,CAMP112,social,positive,Instructor energy,19,2026-01-19,MB042
F01024,CAMP112,email,neutral,Too many notifications,51,2026-01-17,MB027
F01025,CAMP113,social,negative,Pricing confusion,85,2026-03-01,MB025
F01026,CAMP116,web,negative,Difficulty mismatch,39,2026-02-07,MB025
F01027,CAMP105,email,negative,Pricing confusion,61,2026-03-01,MB001
F01028,CAMP105,social,negative,Pricing confusion,50,2026-01-06,MB026
F01029,CAMP111,app,positive,Instructor energy,53,2026-01-22,MB008
F01030,CAMP103,web,negative,Too many notifications,75,2026-01-17,MB041
F01031,CAMP107,app,positive,Too many notifications,39,2026-02-06,MB001
F01032,CAMP104,social,neutral,Instructor energy,52,2026-02-18,MB047
F01033,CAMP117,app,neutral,Motivation & habit,43,2026-01-16,MB039
F01034,CAMP114,app,negative,Community vibe,39,2026-02-03,MB036
F01035,CAMP117,email,positive,Instructor energy,50,2026-02-15,MB018
F01036,CAMP110,email,neutral,Too many notifications,38,2026-03-03,MB032
F01037,CAMP114,app,neutral,Repetitive messaging,10,2026-03-01,MB036
F01038,CAMP116,web,neutral,Difficulty mismatch,47,2026-02-18,MB017
F01039,CAMP105,app,negative,Repetitive messaging,54,2026-02-28,MB031
F01040,CAMP114,app,neutral,Hard to find schedule,3,2026-01-20,MB008
F01041,CAMP110,social,negative,Unclear value proposition,96,2026-01-14,MB020
F01042,CAMP114,email,positive,Instructor energy,22,2026-02-02,MB006
F01043,CAMP108,web,positive,Motivation & habit,26,2026-02-19,MB004
F01044,CAMP110,email,neutral,Unclear value proposition,32,2026-02-24,MB029
F01045,CAMP117,social,negative,Hard to find schedule,57,2026-02-10,MB009
F01046,CAMP117,web,neutral,Difficulty mismatch,26,2026-01-07,MB033
F01047,CAMP107,email,neutral,Community vibe,26,2026-02-22,MB007
F01048,CAMP103,email,negative,Video quality,49,2026-03-02,MB022
F01049,CAMP116,social,neutral,Difficulty mismatch,33,2026-02-09,MB006
F01050,CAMP107,web,negative,App performance,62,2026-02-16,MB031
F01051,CAMP109,email,negative,Pricing confusion,39,2026-02-12,MB025
F01052,CAMP107,app,positive,Video quality,5,2026-02-04,MB045
F01053,CAMP116,web,negative,Not personalized enough,43,2026-02-19,MB031
F01054,CAMP103,app,neutral,Video quality,55,2026-02-27,MB020
F01055,CAMP106,social,neutral,Repetitive messaging,22,2026-01-04,MB002
F01056,CAMP104,email,neutral,Pricing confusion,27,2026-01-06,MB038
F01057,CAMP101,social,negative,Not personalized enough,44,2025-12-27,MB020
F01058,CAMP111,email,neutral,Hard to find schedule,14,2026-02-24,MB003
F01059,CAMP106,email,negative,App performance,94,2026-03-03,MB013
F01060,CAMP104,app,neutral,Pricing confusion,37,2026-02-03,MB020
F01061,CAMP117,email,neutral,Repetitive messaging,33,2026-03-03,MB012
F01062,CAMP106,web,negative,Too many notifications,64,2025-12-10,MB006
F01063,CAMP106,app,negative,Not personalized enough,22,2026-02-11,MB044
F01064,CAMP111,app,negative,Difficulty mismatch,65,2026-02-19,MB037
F01065,CAMP111,app,negative,Repetitive messaging,68,2026-02-15,MB049
F01066,CAMP112,app,neutral,Pricing confusion,43,2025-12-12,MB045
F01067,CAMP111,social,neutral,Hard to find schedule,31,2025-11-26,MB007
F01068,CAMP104,app,neutral,Motivation & habit,28,2026-01-15,MB028
F01069,CAMP106,app,negative,Too much jargon,49,2025-12-05,MB050
F01070,CAMP111,web,positive,Music selection,35,2026-02-09,MB025
F01071,CAMP101,email,negative,App performance,68,2026-02-08,MB031
F01072,CAMP105,web,negative,Too many notifications,62,2026-02-11,MB033
F01073,CAMP110,app,positive,Community vibe,33,2026-03-02,MB029
F01074,CAMP114,app,negative,Video quality,67,2026-02-15,MB010
F01075,CAMP102,app,positive,Unclear value proposition,5,2025-12-12,MB006
F01076,CAMP110,social,neutral,Hard to find schedule,20,2026-02-14,MB038
F01077,CAMP106,web,negative,Community vibe,59,2026-01-08,MB028
F01078,CAMP113,app,negative,Not personalized enough,80,2026-02-25,MB033
F01079,CAMP111,web,negative,Community vibe,29,2026-02-28,MB037
F01080,CAMP117,email,positive,Instructor energy,13,2025-12-22,MB010
F01081,CAMP116,web,positive,Pricing confusion,9,2026-02-19,MB020
F01082,CAMP113,app,negative,Unclear value proposition,23,2025-11-18,MB040
F01083,CAMP113,app,neutral,Community vibe,32,2026-03-02,MB034
F01084,CAMP110,social,positive,Community vibe,70,2026-02-21,MB003
F01085,CAMP102,app,negative,Too many notifications,64,2026-02-26,MB017
F01086,CAMP102,email,negative,Hard to find schedule,67,2026-02-24,MB001
F01087,CAMP109,web,negative,Too much jargon,33,2025-12-06,MB047
F01088,CAMP117,app,positive,Instructor energy,61,2026-02-03,MB034
F01089,CAMP108,social,negative,Unclear value proposition,41,2026-02-11,MB028
F01090,CAMP112,app,positive,Community vibe,72,2026-02-08,MB021
F01091,CAMP110,app,positive,Instructor energy,48,2025-12-21,MB019
F01092,CAMP104,web,negative,Repetitive messaging,20,2026-01-19,MB031
F01093,CAMP101,app,negative,Repetitive messaging,40,2026-01-18,MB019
F01094,CAMP113,email,neutral,Not personalized enough,29,2025-12-05,MB038
F01095,CAMP110,social,negative,Community vibe,82,2026-01-17,MB048
F01096,CAMP110,social,positive,Instructor energy,45,2026-01-30,MB014
F01097,CAMP114,web,positive,Unclear value proposition,69,2026-02-01,MB012
F01098,CAMP100,app,neutral,Community vibe,44,2026-01-12,MB001
F01099,CAMP114,social,negative,Too many notifications,39,2026-02-07,MB015
F01100,CAMP103,social,neutral,Music selection,38,2025-12-16,MB035
F01101,CAMP116,email,neutral,Community vibe,44,2026-02-14,MB009
F01102,CAMP107,email,positive,Community vibe,60,2026-02-25,MB015
F01103,CAMP114,email,negative,Unclear value proposition,53,2025-12-29,MB009
F01104,CAMP110,email,positive,Difficulty mismatch,44,2026-01-19,MB014
F01105,CAMP114,app,positive,Instructor energy,84,2026-02-07,MB036
F01106,CAMP101,app,neutral,Difficulty mismatch,23,2026-01-28,MB028
F01107,CAMP106,web,negative,Hard to find schedule,65,2026-02-16,MB018
F01108,CAMP102,email,neutral,Motivation & habit,13,2026-01-29,MB001
F01109,CAMP113,app,negative,Motivation & habit,99,2026-02-20,MB019
F01110,CAMP108,web,negative,Too many notifications,66,2025-12-15,MB038
F01111,CAMP107,email,negative,Hard to find schedule,61,2026-01-24,MB014
F01112,CAMP114,social,neutral,Repetitive messaging,67,2025-12-23,MB014
F01113,CAMP114,email,positive,Instructor energy,24,2025-12-31,MB004
F01114,CAMP117,app,negative,Repetitive messaging,65,2026-02-26,MB043
F01115,CAMP106,social,neutral,Instructor energy,9,2026-01-02,MB009
F01116,CAMP111,web,neutral,Music selection,21,2026-02-23,MB005
F01117,CAMP117,web,positive,Unclear value proposition,44,2026-02-08,MB033
F01118,CAMP102,social,negative,App performance,59,2026-01-14,MB048
F01119,CAMP103,app,neutral,Music selection,31,2026-02-21,MB036
F01120,CAMP112,email,negative,App performance,32,2026-01-07,MB015
F01121,CAMP112,email,neutral,Community vibe,35,2026-02-07,MB043
F01122,CAMP103,app,negative,Too much jargon,64,2026-02-27,MB015
F01123,CAMP116,email,neutral,Difficulty mismatch,26,2026-01-26,MB009
F01124,CAMP113,app,positive,Community vibe,26,2026-03-01,MB006
F01125,CAMP114,app,negative,App performance,92,2026-01-10,MB036
F01126,CAMP107,app,negative,Too many notifications,30,2026-02-02,MB008
F01127,CAMP100,email,neutral,Community vibe,27,2026-02-03,MB044
F01128,CAMP109,web,positive,App performance,79,2026-01-16,MB005
F01129,CAMP104,web,negative,Repetitive messaging,39,2026-02-14,MB025
F01130,CAMP114,app,negative,Video quality,48,2026-02-17,MB006
F01131,CAMP101,app,negative,App performance,51,2026-02-01,MB006
F01132,CAMP116,social,negative,Too much jargon,57,2026-03-03,MB046
F01133,CAMP114,app,neutral,Too much jargon,43,2026-02-13,MB018
F01134,CAMP105,email,positive,Music selection,5,2026-02-25,MB023
F01135,CAMP109,web,negative,Hard to find schedule,86,2026-01-15,MB017
F01136,CAMP101,social,negative,Unclear value proposition,76,2025-12-30,MB017
F01137,CAMP110,web,negative,Hard to find schedule,76,2026-02-23,MB023
F01138,CAMP109,app,negative,Repetitive messaging,17,2026-02-09,MB006
F01139,CAMP105,app,neutral,Music selection,20,2026-02-24,MB042
F01140,CAMP113,email,negative,App performance,74,2025-12-04,MB023
F01141,CAMP109,app,negative,Instructor energy,74,2026-01-22,MB003
F01142,CAMP107,app,negative,Repetitive messaging,66,2026-02-22,MB039
F01143,CAMP109,email,positive,Motivation & habit,61,2025-12-30,MB027
F01144,CAMP111,app,negative,Pricing confusion,53,2026-02-08,MB022
F01145,CAMP117,app,negative,Too many notifications,60,2026-02-19,MB020
F01146,CAMP111,email,negative,Repetitive messaging,54,2025-12-22,MB008
F01147,CAMP109,email,neutral,Repetitive messaging,46,2026-01-21,MB022
F01148,CAMP114,web,positive,Motivation & habit,31,2026-01-16,MB035
F01149,CAMP107,app,positive,Instructor energy,29,2026-01-07,MB003
F01150,CAMP108,social,negative,Motivation & habit,76,2026-01-19,MB038
F01151,CAMP103,app,negative,Too much jargon,83,2026-01-17,MB020
F01152,CAMP116,social,neutral,Repetitive messaging,19,2025-12-24,MB026
F01153,CAMP101,social,negative,App performance,47,2026-02-12,MB010
F01154,CAMP106,app,neutral,Motivation & habit,17,2026-01-28,MB015
F01155,CAMP112,social,negative,Too many notifications,30,2026-02-10,MB007
F01156,CAMP105,email,positive,Music selection,56,2025-12-27,MB021
F01157,CAMP115,app,negative,Music selection,50,2026-01-06,MB023
